dataset,lambda_max_stability,loglik_max_stability,stability_max_stability,lambda_max_loglik,loglik_max_loglik,stability_max_loglik,overlapping.F1.mean,overlapping.F1.sd,overlapping.F1v.mean,overlapping.F1v.sd,overlapping.F2.mean,overlapping.F2.sd,overlapping.F3.mean,overlapping.F3.sd,overlapping.F4.mean,overlapping.F4.sd,neighborhood.N1,neighborhood.N2.mean,neighborhood.N2.sd,neighborhood.N3.mean,neighborhood.N3.sd,neighborhood.N4.mean,neighborhood.N4.sd,neighborhood.T1.mean,neighborhood.T1.sd,neighborhood.LSC,linearity.L1.mean,linearity.L1.sd,linearity.L2.mean,linearity.L2.sd,linearity.L3.mean,linearity.L3.sd,dimensionality.T2,dimensionality.T3,dimensionality.T4,balance.C1,balance.C2,network.Density,network.ClsCoef,network.Hubs.mean,network.Hubs.sd
automobile-class-1,0.0926759330114688,-0.2740210925923374,0.7856277934083653,0.01336983741824946,-0.15597563606443254,0.5044714057871952,0.9531485960828661,0.06102320027414932,0.11287283431061719,NA,0,NA,0.4968553459119497,NA,0,NA,0.1320754716981132,0.1745894927663081,0.17934259944405984,0.05660377358490566,0.2318140628445681,0,0,0.02702702702702703,0.06348195429784664,0.8582730113523991,0.0019027440208085888,NA,0.0062893081761006275,NA,0,NA,0.33962264150943394,0.006289308176100629,0.018518518518518517,0.5457674143641366,0.7180670351402059,0.8327362471140833,0.5018989141891552,0.59330241380723725,0.24300443493304244
automobile-class0,0.17267809038843554,-0.6034405401542521,0.6020668737628465,0.01493393216124252,-0.39185316575750256,0.45986160018020783,0.975915093293105,0.03449852492129811,0.5377353100192619,NA,0,NA,0.7924528301886793,NA,0,NA,0.22641509433962265,0.1996991108710924,0.18534054608692474,0.06918238993710692,0.25456582186657833,0.006289308176100629,0.07930515857181442,0.0196078431372549,0.022837968729059983,0.9588228313753412,0.012287953308134703,NA,0.0062893081761006275,NA,0.012578616352201255,NA,0.33962264150943394,0.006289308176100629,0.018518518518518517,0.8835850861052531,0.27138461538461545,0.860918716662686,0.5424984704629399,0.6881902944537892,0.21884586952074753
automobile-class1,0.1589282865622978,-0.5446460859857576,0.597249817377002,0.02324697059985648,-0.4240725855528624,0.5454107161972682,0.9454647876475468,0.059969497317748394,0.3336847503466611,NA,0,NA,0.6729559748427674,NA,0,NA,0.25157232704402516,0.21268240405619956,0.21102886343264282,0.1069182389937107,0.3099856053937176,0.031446540880503145,0.17507263041807267,0.018518518518518517,0.025929083412945683,0.943870891183102,0.06739107539705591,NA,0.03144654088050314,NA,0.05031446540880502,NA,0.33962264150943394,0.006289308176100629,0.018518518518518517,0.8678258940797088,0.30157877057440374,0.8586895947774859,0.5681597653164843,0.7116297618013123,0.2730162737052192
automobile-class2,0.10351779556301764,-0.44777862897766774,0.6117858828737246,0.02706652070033241,-0.4037763977339267,0.39279709570674337,0.9846093728423804,0.026592632573676153,0.5790784212783635,NA,0,NA,0.7547169811320755,NA,0.006289308176100629,NA,0.2138364779874214,0.19029974205087533,0.18706103415570907,0.06289308176100629,0.24353760376070455,0.031446540880503145,0.17507263041807267,0.023809523809523808,0.03208541737789615,0.9297891697322099,0.020702890678690133,NA,0.02515723270440251,NA,0.018867924528301883,NA,0.33962264150943394,0.006289308176100629,0.018518518518518517,0.6852775178478856,0.5749957725043684,0.8430061300851843,0.5134647548531375,0.7178531996920746,0.2774160455219747
balance-classL,0.20104964162604985,-0.6806768040080645,0.02530239857428806,NA,NA,NA,0.8431189210352785,0.003114107998689031,0.12888208415589794,NA,1,NA,1,NA,1,NA,0.224,0.35013714285714287,0.12178684018566802,0.136,0.34306312493811936,0.0128,0.11250071224845759,0.006756756756756756,0.03575411524225927,0.96409344,0.0573096271133815,NA,0.04800000000000004,NA,0.03520000000000001,NA,0.0064,0.0064,1,0.9955616408715737,0.012218021199615126,0.884425641025641,0.5717047782838094,0.6151924131391489,0.239110604469238
balance-classR,0.19287915080207785,-0.6695071427032394,0.01686946188224958,NA,NA,NA,0.8431189210352785,0.003114107998689031,0.12888208415589797,NA,1,NA,1,NA,1,NA,0.2112,0.35013714285714287,0.12178684018566802,0.128,0.33435740128621616,0.0224,0.14809906594348707,0.006756756756756756,0.03575411524225927,0.96409344,0.05729353240857771,NA,0.04800000000000004,NA,0.025599999999999956,NA,0.0064,0.0064,1,0.9955616408715737,0.012218021199615126,0.8759743589743589,0.5699250969517322,0.5892962747651318,0.23242819932290695
banana-class-1,0.02423172794237599,-0.6867813872773315,0.10803206589606253,NA,NA,NA,0.9958595949900287,8.369607715732391e-4,0.9723803518114222,NA,0.6257244395844723,NA,0.9958490566037735,NA,0.9922641509433963,NA,0.1918867924528302,0.2199382567268275,0.2101938906150136,0.12716981132075472,0.3331945337405043,0.280188679245283,0.44913365921780657,9.613570391872278e-4,0.00537362912625688,0.9854805980776077,0.30952067020469964,NA,0.44830188679245286,NA,0.44811320754716977,NA,3.773584905660377e-4,3.773584905660377e-4,1,0.9922744327176319,0.0211553916435695,0.8804118968691138,0.4708496404076582,0.7308837256858436,0.1941503347378564
banana-class1,0.02782559402207124,-0.6873713047389868,0.12890812890812875,NA,NA,NA,0.9958595949900287,8.369607715732391e-4,0.9723803518114222,NA,0.6257244395844723,NA,0.9958490566037735,NA,0.9922641509433963,NA,0.1918867924528302,0.2199382567268275,0.2101938906150136,0.12716981132075472,0.3331945337405043,0.29566037735849054,0.45638209605897007,9.613570391872278e-4,0.00537362912625688,0.9854805980776077,0.30952067020469964,NA,0.44830188679245286,NA,0.44999999999999996,NA,3.773584905660377e-4,3.773584905660377e-4,1,0.9922744327176319,0.0211553916435695,0.8804118968691138,0.4708496404076582,0.7308837256858436,0.1941503347378564
bands-classband,0.09794696670695396,-0.6523846566823548,0.6611842367335325,0.02357069413996727,-0.6266805357733535,0.28498884757635545,0.989672829048916,0.01702540948029913,0.5356622829708209,NA,0,NA,0.9506849315068493,NA,0.7753424657534247,NA,0.4520547945205479,0.42469236408261635,0.1091588334327308,0.2356164383561644,0.4249660177150104,0.09863013698630137,0.2985740611111216,0.003424657534246575,0.0017353580137390461,0.9910227059485832,0.17551316979984366,NA,0.273972602739726,NA,0.25479452054794516,NA,0.052054794520547946,0.0027397260273972603,0.05263157894736842,0.9505668528932195,0.12688927943760986,0.8623513472828541,0.6657048204340311,0.663712440908714,0.15069919521062808
bands-classnoband,0.10069386314760276,-0.6569525332236783,0.6148090906155422,0.02525820026962784,-0.6327186098973339,0.25472786542311443,0.989672829048916,0.01702540948029913,0.5356622829708209,NA,0,NA,0.9506849315068493,NA,0.7753424657534247,NA,0.4520547945205479,0.42469236408261635,0.1091588334327308,0.2356164383561644,0.4249660177150104,0.07397260273972603,0.2620855688533311,0.003424657534246575,0.0017353580137390461,0.9910227059485832,0.17551316979984366,NA,0.273972602739726,NA,0.2410958904109589,NA,0.052054794520547946,0.0027397260273972603,0.05263157894736842,0.9505668528932195,0.12688927943760986,0.8623513472828541,0.6657048204340311,0.663712440908714,0.15069919521062808
breast-classno-recurrence-events,0.11247371783647515,-0.583621170788826,0.6255571761028909,0.04771760948938745,-0.5557461431039515,0.3985187372952943,0.9849279921408985,0.025062617389438338,0.41164882074813713,NA,0,NA,0.9819494584837545,NA,0.9458483754512635,NA,0.4693140794223827,0.4192104562104562,0.22551205408939445,0.30685920577617326,0.46202518717427615,0.021660649819494584,0.14583636975409964,0.005934115523465704,0.008818296324665154,0.9879054855400174,0.1672305522449723,NA,0.20938628158844763,NA,0.19133574007220222,NA,0.11191335740072202,0.06859205776173286,0.6129032258064516,0.871825271896714,0.29403917557862913,0.8593365771987652,0.6281701714413774,0.560688545482407,0.15480623241725713
breast-classrecurrence-events,0.10351779556301764,-0.5811099681674607,0.6256769811851601,0.05043159487171358,-0.5627924261708988,0.4018628557897409,0.9849279921408985,0.025062617389438338,0.41164882074813713,NA,0,NA,0.9819494584837545,NA,0.9458483754512635,NA,0.4693140794223827,0.4192104562104562,0.22551205408939445,0.30685920577617326,0.46202518717427615,0.04693140794223827,0.21187475532670155,0.005934115523465704,0.008818296324665154,0.9879054855400174,0.1672305522449723,NA,0.20938628158844763,NA,0.22743682310469315,NA,0.11191335740072202,0.06859205776173286,0.6129032258064516,0.871825271896714,0.29403917557862913,0.8593365771987652,0.6281701714413774,0.560688545482407,0.15480623241725713
bupa-class1,0.03520031472796681,-0.6628411003376113,0.34057855728243736,0.00529326605836056,-0.6286413754687873,0.01030507091113153,0.9890315039298294,0.010133913442036997,0.6136259314601435,NA,0.07320217050564,NA,0.9681159420289855,NA,0.8927536231884058,NA,0.5884057971014492,0.462278888531056,0.11145510101729494,0.3739130434782609,0.48454371185234896,0.16521739130434782,0.3719160347524232,0.003278688524590164,0.0015661679103213652,0.992236925015753,0.17959984491177772,NA,0.2840579710144927,NA,0.2753623188405797,NA,0.017391304347826087,0.008695652173913044,0.5,0.9815886212101388,0.049569848422777674,0.8632457027300303,0.6130807268794034,0.7963959252120163,0.2043354754155286
bupa-class2,0.04706224849841281,-0.6748976373415432,0.2790458699549607,0.00575121707184161,-0.6303361663913073,0.02390912491922614,0.9890315039298294,0.010133913442036997,0.6136259314601435,NA,0.07320217050564,NA,0.9681159420289855,NA,0.8927536231884058,NA,0.5884057971014492,0.462278888531056,0.11145510101729494,0.3739130434782609,0.48454371185234896,0.16521739130434782,0.3719160347524232,0.003278688524590164,0.0015661679103213652,0.992236925015753,0.17959984491177772,NA,0.2840579710144927,NA,0.263768115942029,NA,0.017391304347826087,0.008695652173913044,0.5,0.9815886212101388,0.049569848422777674,0.8632457027300303,0.6130807268794034,0.7963959252120163,0.2043354754155286
car-classacc,0.0532999408084409,-0.41110563544976514,1,NA,NA,NA,0.9823730038166887,0.036945752385572704,0.2763011388919786,NA,0,NA,0.6666666666666667,NA,0.6666666666666666,NA,0.3506944444444444,0.43191550925925926,0.0946694955480557,0.21064814814814814,0.4078869767454428,0,0,0.0012468827930174563,0.004695752957523466,0.9952457883230452,0.08936217422662773,NA,0.1655092592592593,NA,0.11226851851851849,NA,0.008680555555555556,0.007523148148148148,0.8666666666666667,0.7642045065086203,0.4716981132075472,0.8477831660554591,0.6155040309672228,0.6911807181414255,0.12115020731367909
car-classunacc,0.134626057929891,-0.5430031957471478,1,NA,NA,NA,0.969411081683809,0.05364148224940879,0.14817631702981976,NA,0,NA,0.6666666666666667,NA,0.6666666666666666,NA,0.39351851851851855,0.4498070987654321,0.08574466181972755,0.13310185185185186,0.3397831098075999,0,0,9.823182711198428e-4,0.003818163625500148,0.9962555057227366,0.026390194855064886,NA,0.04108796296296291,NA,0.01388888888888884,NA,0.008680555555555556,0.007523148148148148,0.8666666666666667,0.8810077539356892,0.27641270266401297,0.8607833912372129,0.6157042257662967,0.7114426762068015,0.13389896867587286
chess-classnowin,0.08183006815867394,-0.4118551692349045,1,NA,NA,NA,0.9771845578854289,0.04393852229810162,0.12327479830956144,NA,0,NA,0.8172715894868585,NA,0.5669586983729662,NA,0.1902377972465582,0.3598539549965755,0.10965334380518565,0.1041927409261577,0.30555822195133686,0.2453066332916145,0.4303361860454549,8.503401360544217e-4,0.001791508896671611,0.9967069091370471,0.02501116947651083,NA,0.032853566958698344,NA,0.19180225281602004,NA,0.011889862327909888,0.007509386733416771,0.631578947368421,0.9985755386554581,0.003940366873872669,0.857231946819283,0.6252632798363409,0.6465001954299261,0.1564077912287772
chess-classwon,0.07850456200204509,-0.40266854713413663,1,7.850456200204509e-4,-0.09291873844212745,0.2019607843137251,0.9771845578854289,0.04393852229810162,0.12327479830956144,NA,0,NA,0.8172715894868585,NA,0.5669586983729662,NA,0.1902377972465582,0.3598539549965755,0.10965334380518565,0.1041927409261577,0.30555822195133686,0.24718397997496871,0.4314421192825398,8.503401360544217e-4,0.001791508896671611,0.9967069091370471,0.02501116947651083,NA,0.032853566958698344,NA,0.21026282853566958,NA,0.011889862327909888,0.007509386733416771,0.631578947368421,0.9985755386554581,0.003940366873872669,0.857231946819283,0.6252632798363409,0.6465001954299261,0.1564077912287772
cleveland-class0,0.10495932305582274,-0.49733816741150066,0.7240485363622822,0.01691329517029648,-0.4143075312282677,0.33153703529323664,0.8850904805992645,0.09024135394270384,0.17913558395704848,NA,0.209468598191358,NA,0.9831649831649831,NA,0.9393939393939394,NA,0.3468013468013468,0.3950247176165515,0.14101190452826076,0.21885521885521886,0.4141680474579993,0.030303030303030304,0.17170914210964275,0.006993006993006993,0.013199031382748099,0.9702638052806403,0.11274480465046877,NA,0.15488215488215484,NA,0.1077441077441077,NA,0.04377104377104377,0.010101010101010102,0.23076923076923078,0.9956696576776339,0.011922738849196368,0.876035126035126,0.6151950837729723,0.6274767107337189,0.19791514335126364
cleveland-class1,0.03877828414589457,-0.4720839509088281,0.3048162865808346,0.03239742629528197,-0.47181072821124953,0.29510227445508774,0.9924370276925399,0.00823129974473787,0.641570316412469,NA,0.11637571299761858,NA,0.9494949494949495,NA,0.8417508417508418,NA,0.4074074074074074,0.4180432397620188,0.14126092419528677,0.2760942760942761,0.4478185464464938,0.07407407407407407,0.2623334115563986,0.006578947368421052,0.012261979919641168,0.9744697253114761,0.15384652076466665,NA,0.18181818181818177,NA,0.19191919191919193,NA,0.04377104377104377,0.010101010101010102,0.23076923076923078,0.6840384356390417,0.5764705882352941,0.8423650923650924,0.5320086773895232,0.5369341422466376,0.17792358622686189
cleveland-class2,0.043314832233764,-0.34343918127552203,0.3525992618497641,0.02632815465648021,-0.33918344533783784,0.25249808710140387,0.9696496030142064,0.022767507488762093,0.3764803794322656,NA,0.09394088305321109,NA,0.8080808080808081,NA,0.6902356902356902,NA,0.265993265993266,0.3450593342594819,0.16118794055198601,0.1717171717171717,0.3777709527093007,0.030303030303030304,0.17170914210964275,0.009345794392523364,0.03743143614509506,0.9131947987166842,0.10541629580536083,NA,0.11784511784511786,NA,0.1077441077441077,NA,0.04377104377104377,0.010101010101010102,0.23076923076923078,0.5231348379863355,0.7375087664057021,0.8302848302848302,0.5191593434554418,0.3909419636667554,0.15517170430678143
cleveland-class3,0.04271993966306779,-0.31299937947834633,0.5264046473034504,0.02110203428568595,-0.30241666839629816,0.3083848923318515,0.9581358666298045,0.036379354553054834,0.27417014812504664,NA,0.08516434432060499,NA,0.8619528619528619,NA,0.7373737373737373,NA,0.24915824915824916,0.33438951950768764,0.17114376980610427,0.15824915824915825,0.36559045892416786,0.030303030303030304,0.17170914210964275,0.009708737864077669,0.03931461043719585,0.882619687333492,0.10541191810905726,NA,0.11784511784511786,NA,0.13468013468013473,NA,0.04377104377104377,0.010101010101010102,0.23076923076923078,0.5231348379863355,0.7375087664057021,0.8317863317863318,0.5210152796684052,0.3795469354228523,0.15373861454305413
coil2000-class0,0.02821307675939472,-0.225262199282164,0.8301826423700122,0.0026880010215376,-0.2062655133160965,0.4026215570767177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
connect-4-classloss,0.04452958509942655,-0.5192021669997293,0.9889965220247507,1.668100537200059e-4,-0.36532094566396167,0.3800404040404056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
connect-4-classwin,0.05404216420705915,-0.6140282997509804,0.9945695597327244,1.8376562003881704e-4,-0.4372633697129747,0.7128354029324004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
contraceptive-class1,0.09014776314524918,-0.6711117083917412,0.9667676404686776,0.00460960448682843,-0.6123336959054974,0.1442542787286063,0.9817464050873216,0.018000228497939655,0.5813092065530172,NA,0.75,NA,0.9979633401221996,NA,0.9979633401221996,NA,0.5784114052953157,0.4443275231796906,0.2429971170157571,0.38560760353021045,0.4869038168865272,0.22742701968771215,0.4193129314891275,0.0010448431129603116,0.0011822941498835526,0.9980817880942735,0.17618818093219635,NA,0.31025118805159535,NA,0.2790224032586558,NA,0.006109979633401222,0.0013577732518669382,0.2222222222222222,0.9845770107616216,0.04172018011204204,0.8742150373387645,0.5811239740231922,0.6792560919270918,0.20638754842375398
contraceptive-class2,0.09140310748756232,-0.5249928028014934,0.9775,0.0080150069615654,-0.4814743868540269,0.4115466592530812,0.9763513204408765,0.02088880756328127,0.5825531635554322,NA,0.7272727272727273,NA,0.93346911065852,NA,0.9314324507807196,NA,0.4378818737270876,0.40521208410596754,0.2529687311114454,0.2858112695179905,0.4519533807577353,0.18601493550577053,0.38925087234918976,0.0013362833155064543,0.0029236729189175015,0.9959520290321972,0.184382254603919,NA,0.22606924643584525,NA,0.23896809232858107,NA,0.006109979633401222,0.0013577732518669382,0.2222222222222222,0.7710959305456057,0.46171859546582783,0.8531520263289943,0.5411244058477627,0.7236885474459237,0.21420371564483523
contraceptive-class3,0.06836516004510239,-0.6384522160108579,0.9888474454454206,0.00448385594802118,-0.6124459731346299,0.08353617877143449,0.9930892624105452,0.01326984094939741,0.7199074378127861,NA,0.8125,NA,0.9993211133740665,NA,0.9993211133740665,NA,0.5831636116768499,0.4663579893762352,0.24367479073754558,0.39035980991174474,0.48799661807560174,0.24711473183978275,0.4314805130700391,9.952110970440908e-4,0.0011158324368200937,0.9982011578404492,0.25754220207333767,NA,0.3469110658520027,NA,0.3475899524779362,NA,0.006109979633401222,0.0013577732518669382,0.2222222222222222,0.9312790800420239,0.17142002334469664,0.8726349656129165,0.594598109583155,0.7310571863314179,0.20245638412406539
crx-classnegative,0.1775208011717635,-0.4716535305527066,1,0.01393619274224142,-0.34602308387084874,0.45762760609210806,0.9509019208472645,0.12560012210817675,0.4618861410112783,NA,0,NA,0.9663093415007658,NA,0.9464012251148545,NA,0.3169984686064318,0.3298782739233297,0.21148470779402834,0.18683001531393567,0.39007380560815097,0.13169984686064318,0.338423386156339,0.003787878787878788,0.00765977064787517,0.9883492140175277,0.11738830918352117,NA,0.1332312404287902,NA,0.1562021439509954,NA,0.05819295558958652,0.004594180704441042,0.07894736842105263,0.9936960720754389,0.017301745983772432,0.8762201824519208,0.6187973978282151,0.6716827038326941,0.156228397108756
crx-classpositive,0.2095662399480433,-0.4989600730961765,1,0.01164303132920876,-0.33954217743010656,0.4296859539037019,0.9509019208472645,0.12560012210817675,0.4618861410112783,NA,0,NA,0.9663093415007658,NA,0.9464012251148545,NA,0.3169984686064318,0.3298782739233297,0.21148470779402834,0.18683001531393567,0.39007380560815097,0.1669218989280245,0.37319198709014423,0.003787878787878788,0.00765977064787517,0.9883492140175277,0.11738830918352117,NA,0.1332312404287902,NA,0.16539050535987754,NA,0.05819295558958652,0.004594180704441042,0.07894736842105263,0.9936960720754389,0.017301745983772432,0.8762201824519208,0.6187973978282151,0.6716827038326941,0.156228397108756
dermatology-class1,0.15037553212997382,-0.21883377086161648,0.9946624719976012,NA,NA,NA,0.7914735753010077,0.2301807768896841,0.014998875767887715,NA,0,NA,0.45530726256983245,NA,0,NA,0.0111731843575419,0.2374516648025321,0.08592040287428082,0.00558659217877095,0.07463875307896935,0,0,0.037037037037037035,0.10745910841207165,0.7088495989513436,0,NA,0,NA,0,NA,0.09497206703910614,0.008379888268156424,0.08823529411764706,0.893237935459013,0.25222964680212734,0.8826346180930473,0.4579451895945267,0.8123701439238952,0.2990491491694041
dermatology-class2,0.14831025143361043,-0.4206534658635933,0.8734188540639806,0.00227697025538168,-0.08426808658508207,0.4635446458751423,0.9483927931514003,0.04777782292605579,0.06736873640612102,NA,0,NA,0.6927374301675977,NA,0.11731843575418995,NA,0.0670391061452514,0.3034421083210523,0.10234742346059242,0.036312849162011177,0.18732925342876608,0,0,0.016666666666666666,0.04847133503678465,0.8686370587684529,0.004667491366900367,NA,0.005586592178770999,NA,0,NA,0.09497206703910614,0.008379888268156424,0.08823529411764706,0.6521798699060574,0.6130037660707329,0.8522448085379403,0.4122102482558633,0.7520298315426113,0.27560541665740046
dermatology-class3,5.148867450137498e-5,-0.00652345321276697,0.8575337543777387,3.1952475057592136e-4,-0.00606769621840531,0.8522865222846003,0.7695585910581408,0.346797595991102,0.00273441642840022,NA,0,NA,0.06145251396648044,NA,0,NA,0.00558659217877095,0.19169406472604814,0.0624248010397996,0,0,0,0,0.1,0.20215265613408603,0.4786679566805031,0,NA,0,NA,0,NA,0.09497206703910614,0.008379888268156424,0.08823529411764706,0.7185634492174553,0.5337604393090036,0.8588955135126677,0.4669773021014364,0.6762963359664474,0.2528278131840049
dermatology-class4,0.0732596542821523,-0.3148916636802665,0.7280448833011497,0.00250841505927754,-0.07858624047891051,0.3457199698265423,0.9612300182924564,0.030937231265175204,0.06139423175357451,NA,0,NA,0.5446927374301676,NA,0.11452513966480447,NA,0.05307262569832402,0.301036932632435,0.10212520719540666,0.0335195530726257,0.18024077705071212,0.00558659217877095,0.07463875307896935,0.018867924528301886,0.053757778764017716,0.8626057239162324,0.0020408802121739678,NA,0.0027932960893854997,NA,0,NA,0.09497206703910614,0.008379888268156424,0.08823529411764706,0.5685175491368006,0.6975732693792935,0.8424174138929315,0.396975375955806,0.7322416482174916,0.28417835785158074
dermatology-class5,0.06931717276155404,-0.10301171780300276,1,1.567455410205595e-5,-0.01075503899882036,0.5473710140174894,0.9328917124530468,0.14433029985170986,0.012314410926785174,NA,0,NA,0.08100558659217882,NA,0,NA,0.0111731843575419,0.26496871412137796,0.08471442335925909,0.002793296089385475,0.052851642258169,0,0,0.02380952380952381,0.06293422985944502,0.8067710121406948,0,NA,0,NA,0,NA,0.09497206703910614,0.008379888268156424,0.08823529411764706,0.5685175491368006,0.6975732693792935,0.845015101012472,0.37703524623888085,0.7357716247162946,0.2857773607586471
ecoli-classcp,0.1156280131207376,-0.4532462619519351,0.9492548531323376,1e-6,-0.31458609911964297,0.7719126751384816,0.8729452484957051,0.1267579892654121,0.153886401963618,NA,0,NA,0.6636904761904762,NA,0.45535714285714285,NA,0.13392857142857142,0.309782584189042,0.11575111568699802,0.0744047619047619,0.2628198460916615,0.050595238095238096,0.2194965810931572,0.0136986301369863,0.026664831055485685,0.9403876133786848,0.08369482981793697,NA,0.13988095238095233,NA,0.06547619047619047,NA,0.020833333333333332,0.01488095238095238,0.7142857142857143,0.9839667997071853,0.043329058199590875,0.8551528073916134,0.5101889678136642,0.6139706891420555,0.24543227855563746
ecoli-classim,0.10069386314760276,-0.42945968240613225,0.9583419226276368,0.01668100537200059,-0.37453312642031505,0.5879297249160262,0.9248548351372335,0.11374869224061514,0.23858866984464447,NA,0,NA,0.9047619047619048,NA,0.7648809523809523,NA,0.22023809523809523,0.3221234727229736,0.14278234446523197,0.1488095238095238,0.3564314164819018,0.08333333333333333,0.27679760732868625,0.010416666666666666,0.03409278512199301,0.9144610969387755,0.10459647546838846,NA,0.14880952380952384,NA,0.09523809523809523,NA,0.020833333333333332,0.01488095238095238,0.7142857142857143,0.7765557854444601,0.4536912751677853,0.8595593461265103,0.49783134539995,0.5661319211728437,0.28105302714050884
ecoli-classimU,0.03931828755705768,-0.24215904820626735,0.8554732533276712,0.01265033720395903,-0.22257526516456805,0.5207683799884724,0.9513730512642457,0.0616838182796325,0.21199573005709174,NA,0,NA,0.8184523809523809,NA,0.5803571428571429,NA,0.1488095238095238,0.2710474092639982,0.14857744013333954,0.11011904761904762,0.31350495836539377,0.02976190476190476,0.17018322831917712,0.01639344262295082,0.07076957696323687,0.789328231292517,0.0545884183089822,NA,0.07738095238095233,NA,0.05059523809523814,NA,0.020833333333333332,0.01488095238095238,0.7142857142857143,0.48206614808309317,0.7705442902881536,0.8215351812366738,0.4721704843993795,0.616697389477371,0.13687526234606465
ecoli-classpp,0.05043159487171358,-0.3480209413804217,0.7968174338765074,0.00707701066118188,-0.31153010312045315,0.18366018111565152,0.9519701517188568,0.054428857307369065,0.2685925999752013,NA,0,NA,0.8392857142857143,NA,0.5982142857142857,NA,0.14285714285714285,0.31711426603167003,0.12322867889469744,0.07738095238095238,0.2675934499237142,0.0625,0.24242247568329534,0.013333333333333332,0.031066022449165207,0.9367205215419501,0.08795061172157326,NA,0.09523809523809523,NA,0.09226190476190477,NA,0.020833333333333332,0.01488095238095238,0.7142857142857143,0.6216297820565386,0.6456813819577736,0.8379175550817342,0.44970621060924365,0.7004297957435764,0.1826241021562917
fars-classFatal_Injury,0.02081221569986338,-0.02828313490357753,1,1.902301188668946e-5,-0.00144175873045572,0.7636063441762887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fars-classIncapaciting_Injury,0.02821307675939472,-0.26589732441626673,1,2.1102034285685965e-4,-0.2086160536747021,0.6295471928176415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fars-classNo_Injury,0.02199593068030074,-0.13957266219880032,1,2.63281546564802e-4,-0.09958405248159644,0.6524388143374344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fars-classNonincapaciting_Evident_Injury,0.01837656200388171,-0.2756265940602363,1,2.024446509976804e-4,-0.24910461962168431,0.6315284544741093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
flare-classB,0.01101645949633656,-0.02060522358635694,1,5.329994080844088e-4,-0.01551546093629674,0.6351894518105989,0.9146206547638369,0.23463335354171513,0.0018934200540255384,NA,0,NA,0.6894934333958724,NA,0.051594746716697934,NA,0.017823639774859287,0.027207117786803355,0.08187998013419474,0.0028142589118198874,0.05299975394809163,0,0,0.010432344391068594,0.0482319576916822,0.866245261168155,0.0018724832686805026,NA,0.0018761726078799779,NA,9.380863039399889e-4,NA,0.01594746716697936,0.010318949343339587,0.6470588235294118,0.5787090953430705,0.688068162139072,0.8495609051431793,0.5318803112903254,0.8298973823051891,0.18098577086286974
flare-classC,0.15037553212997382,-0.4711260232691838,1,0.00227697025538168,-0.2703064381074319,0.6232305406058012,0.9680601108122753,0.05463427854439387,0.17618810371026355,NA,0,NA,0.6894934333958724,NA,0.5206378986866792,NA,0.22889305816135083,0.09801204714113032,0.2249282288974271,0.1651031894934334,0.3714479201948069,0.12382739212007504,0.32953913506599947,0.0017034900544183398,0.014670318201480072,0.9359382095047679,0.12188569933850757,NA,0.13414634146341464,NA,0.12851782363977482,NA,0.01594746716697936,0.010318949343339587,0.6470588235294118,0.7177812629342665,0.5347664742001119,0.8578812462014112,0.550578636482433,0.8345447430125635,0.18612665136042816
flare-classD,0.07636298261282246,-0.44987377551995406,0.991904761904762,0.00536697694554047,-0.35956981362145624,0.41575832876857166,0.9737121401335702,0.04061170592467515,0.2816831326382451,NA,0,NA,0.6894934333958724,NA,0.5206378986866792,NA,0.324577861163227,0.14932835888134527,0.2841697319936536,0.2298311444652908,0.42092160188711486,0.17166979362101314,0.37727018968596643,0.0011901632378201828,0.01250862480816155,0.9397715152645826,0.16586554009769594,NA,0.19699812382739212,NA,0.19418386491557227,NA,0.01594746716697936,0.010318949343339587,0.6470588235294118,0.7677674662281786,0.4665596113622563,0.8625126619630227,0.5693502824638234,0.8298915164269823,0.15496315101899807
