dataset,lambda_max_stability,loglik_max_stability,stability_max_stability,lambda_max_loglik,loglik_max_loglik,stability_max_loglik,overlapping.F1.mean,overlapping.F1.sd,overlapping.F1v.mean,overlapping.F1v.sd,overlapping.F2.mean,overlapping.F2.sd,overlapping.F3.mean,overlapping.F3.sd,overlapping.F4.mean,overlapping.F4.sd,neighborhood.N1,neighborhood.N2.mean,neighborhood.N2.sd,neighborhood.N3.mean,neighborhood.N3.sd,neighborhood.N4.mean,neighborhood.N4.sd,neighborhood.T1.mean,neighborhood.T1.sd,neighborhood.LSC,linearity.L1.mean,linearity.L1.sd,linearity.L2.mean,linearity.L2.sd,linearity.L3.mean,linearity.L3.sd,dimensionality.T2,dimensionality.T3,dimensionality.T4,balance.C1,balance.C2,network.Density,network.ClsCoef,network.Hubs.mean,network.Hubs.sd
flare-classH,1e-6,-9.295563518437528e-7,1,1e-6,-9.295563518437528e-7,1,0.8689594215719424,0.24943074366265472,0.016849575693026083,NA,0,NA,0,NA,0,NA,0.005628517823639775,0.020779902635526593,0.06097921878361253,0,0,0,0,0.03571428571428571,0.07077329039316307,0.8388462770469818,0,NA,0,NA,0,NA,0.01594746716697936,0.010318949343339587,0.6470588235294118,0.8937573373462975,0.25118423604078877,0.8807229870781914,0.5799959424995255,0.818428487185643,0.199766066331856
german-class1,0.12738113231864784,-0.5965588250042299,0.9399613152804642,0.01196955702359043,-0.5125301405066687,0.3584708996801149,0.991115436969749,0.01675356533164519,0.4580903419491861,NA,0.6619207603807451,NA,0.986,NA,0.976,NA,0.466,0.4515650714655317,0.11057214998124158,0.313,0.4639463829433809,0.003,0.05471740119919799,0.0013831258644536654,0.0018950563091592082,0.995106,0.13735909681507807,NA,0.21499999999999997,NA,0.18500000000000005,NA,0.048,0.001,0.020833333333333332,0.8812908992306927,0.27586206896551724,0.8601161161161162,0.6666041645677421,0.6180485911453373,0.1421242543837323
german-class2,0.12052609368708428,-0.5967981664484061,0.9589642902518882,0.01042360673976401,-0.5117694816330325,0.3288398494514123,0.991115436969749,0.01675356533164519,0.4580903419491861,NA,0.6619207603807451,NA,0.986,NA,0.976,NA,0.466,0.4515650714655317,0.11057214998124158,0.313,0.4639463829433809,0.004,0.06315051850925682,0.0013831258644536654,0.0018950563091592082,0.995106,0.13735909681507807,NA,0.21499999999999997,NA,0.20299999999999996,NA,0.048,0.001,0.020833333333333332,0.8812908992306927,0.27586206896551724,0.8601161161161162,0.6666041645677421,0.6180485911453373,0.1421242543837323
glass-class1,0.08529644499741025,-0.537872446559514,1,0.01213623798344241,-0.4759240464853974,0.5693249125233436,0.9530977916584851,0.06952726090111076,0.3781234400336299,NA,6.27877712131448e-5,NA,0.7102803738317758,NA,0.5327102803738317,NA,0.3317757009345794,0.3522794964976624,0.15623352364798032,0.18691588785046728,0.39075804796172864,0.09813084112149532,0.2981889965037424,0.010416666666666666,0.023686702590019645,0.9442527731679623,0.12355002061350273,NA,0.22429906542056077,NA,0.1728971962616822,NA,0.04205607476635514,0.02336448598130841,0.5555555555555556,0.9119388957757234,0.2136058667498829,0.8468255012943706,0.5063288522624699,0.8316322765805222,0.17357978986805533
glass-class2,0.11887076977119032,-0.6541048324128937,0.5947893569844789,0.04905583706365048,-0.6386712659241937,0.44633500783233393,0.9821128985083241,0.024309713230339,0.5907449331913716,NA,0.008188072304346187,NA,0.897196261682243,NA,0.6542056074766355,NA,0.3177570093457944,0.35348800818357917,0.15365189281125088,0.17289719626168223,0.379045030203114,0.16355140186915887,0.3707352226679629,0.009900990099009901,0.017944011982764303,0.9571359944099922,0.2018717970705446,NA,0.3457943925233645,NA,0.2990654205607477,NA,0.04205607476635514,0.02336448598130841,0.5555555555555556,0.9385750889380636,0.1548751007252216,0.8622701943749725,0.5443853815349862,0.7573812822435142,0.20610884494727563
glass-class7,0.09396648314954696,-0.23182630887902117,0.780697693741172,0.03669142378402492,-0.19363330352398747,0.7170136292451885,0.8394017266178327,0.1807960362383513,0.04536738334151527,NA,0.01394712569285524,NA,0.383177570093458,NA,0,NA,0.07476635514018691,0.2118418957611411,0.1168106665405163,0.028037383177570093,0.16546669949837445,0.014018691588785047,0.11784337351691905,0.043478260869565216,0.11595630311931454,0.6912175735872128,0.028103511605858222,NA,0.032710280373831724,NA,0.04205607476635509,NA,0.04205607476635514,0.02336448598130841,0.5555555555555556,0.5723687665216266,0.6940055894598757,0.8185248563029266,0.48962536787125166,0.8090143980894634,0.20546174308841303
haberman-classnegative,0.07225349491787214,-0.5684736794008663,0.8982310291330641,0.02560993100258459,-0.5601973388197876,0.3438109509538081,0.9710414601069647,0.04619647426023505,0.6654076870041241,NA,0.7177068214804064,NA,0.9705882352941176,NA,0.9673202614379085,NA,0.5065359477124183,0.39866398845524326,0.2608820867381235,0.33986928104575165,0.47444046343912727,0.24509803921568626,0.43084989230712445,0.0063009953436712375,0.009387323013793006,0.9858281003033021,0.17214382309690524,NA,0.2679738562091504,NA,0.22549019607843135,NA,0.00980392156862745,0.00980392156862745,1,0.833764907210665,0.3626062322946175,0.8651237544198007,0.489453854743939,0.7937801692507104,0.12356375676306328
haberman-classpositive,0.07427982482564914,-0.5611096618780967,0.9265755721300774,0.03108082173869063,-0.5544830031512911,0.4264806845392588,0.9710414601069647,0.04619647426023505,0.6654076870041241,NA,0.7177068214804064,NA,0.9705882352941176,NA,0.9673202614379085,NA,0.5065359477124183,0.39866398845524326,0.2608820867381235,0.33986928104575165,0.47444046343912727,0.24509803921568626,0.43084989230712445,0.0063009953436712375,0.009387323013793006,0.9858281003033021,0.17214382309690524,NA,0.2679738562091504,NA,0.2875816993464052,NA,0.00980392156862745,0.00980392156862745,1,0.833764907210665,0.3626062322946175,0.8651237544198007,0.489453854743939,0.7937801692507104,0.12356375676306328
hayes-roth-class1,0.08412497049736119,-0.6314601073612046,0.692635445362718,0.01762975375287205,-0.5866983561768492,0.20056176740668652,0.9415615559466542,0.03984333215953277,0.450959922636346,NA,0.2962962962962962,NA,0.91875,NA,0.80625,NA,0.65625,0.21323155216284986,0.26688066379227393,0.15625,0.3642321983839741,0.15625,0.3642321983839741,0.009098101265822785,0.019834993105035184,0.9833984375,0.1752447705453467,NA,0.31875,NA,0.22499999999999998,NA,0.025,0.025,1,0.9744894033980522,0.06792452830188678,0.8675314465408805,0.7077941694778712,0.606221591975583,0.223228391919338
hayes-roth-class2,0.02525820026962784,-0.6959878466132036,0.03767953284861491,NA,NA,NA,0.9978239715501215,0.0022994842316826887,0.9643174183340661,NA,0.2962962962962962,NA,0.91875,NA,0.80625,NA,0.6875,0.22086513994910942,0.2756913881533566,0.18125,0.38643467883497373,0.21875,0.4146966004686457,0.0078125,0.016851969171065104,0.98421875,0.2857156491522401,NA,0.4,NA,0.38125,NA,0.025,0.025,1,0.9709505944546687,0.07692307692307687,0.8662735849056604,0.7017020005971932,0.5958222787753277,0.22166538179665135
hayes-roth-class3,0.07636298261282246,-0.35766040530725873,0.8821735255843782,0.01132541315152812,-0.26754042494827296,0.05174190888476726,0.8769951025583017,0.07730226973032628,0.1443509539111906,NA,0.2962962962962962,NA,0.91875,NA,0,NA,0.13125,0.144375,0.2161693009348614,0.0375,0.19058004805587894,0.05,0.21862923440922713,0.02631578947368421,0.051623922153872376,0.8466796875,0.058827634469081236,NA,0.08750000000000002,NA,0.03749999999999998,NA,0.025,0.025,1,0.7092505850649066,0.545619815930008,0.8636006289308176,0.696082454319438,0.4548133927076297,0.20034260476823468
heart-class1,0.12390621569479164,-0.5285760859918107,0.6764013539018782,0.01714881969870539,-0.4140404375141419,0.33116848906322593,0.8890364095254002,0.08605492977614568,0.17251769508368714,NA,0.1959058832005506,NA,0.9851851851851852,NA,0.9074074074074074,NA,0.35555555555555557,0.39712201239388545,0.13860652583844232,0.2222222222222222,0.4165117431935043,0.018518518518518517,0.13506720628416963,0.007633587786259542,0.015172016562261787,0.9681755829903979,0.10494054107974082,NA,0.14074074074074072,NA,0.08518518518518514,NA,0.04814814814814815,0.011111111111111112,0.23076923076923078,0.9910760598382222,0.024390243902438935,0.8776538620404791,0.6153467363988318,0.5952613137268009,0.1794365498124931
heart-class2,0.10940547072057429,-0.508585391092944,0.6608797622501396,0.01535275028780422,-0.4079274608303795,0.3170016607516606,0.8890364095254002,0.08605492977614568,0.17251769508368714,NA,0.1959058832005506,NA,0.9851851851851852,NA,0.9074074074074074,NA,0.35555555555555557,0.39712201239388545,0.13860652583844232,0.2222222222222222,0.4165117431935043,0.022222222222222223,0.14767928007868977,0.007633587786259542,0.015172016562261787,0.9681755829903979,0.10494054107974082,NA,0.14074074074074072,NA,0.09999999999999998,NA,0.04814814814814815,0.011111111111111112,0.23076923076923078,0.9910760598382222,0.024390243902438935,0.8776538620404791,0.6153467363988318,0.5952613137268009,0.1794365498124931
hepatitis-class1,0.09931091813749796,-0.4285930174805771,0.3789242750240191,0.0356904934567523,-0.4025510131077289,0.2544009029734804,0.9212510368972704,0.0766600451041955,0.10071368682173469,NA,0,NA,0.6625,NA,0.0125,NA,0.3,0.33984257115505573,0.16629111353995932,0.2,0.4025236843413021,0,0,0.029411764705882353,0.0732680291793204,0.82015625,0.003599538912799294,NA,0.012499999999999956,NA,0.012499999999999956,NA,0.2375,0.0375,0.15789473684210525,0.6402569436810505,0.6260197509660799,0.8237341772151898,0.5415138379459821,0.522637330822431,0.27202470790040373
hepatitis-class2,0.09140310748756232,-0.3951769801437129,0.3873421059664214,0.0532999408084409,-0.3828714885685935,0.2988346072182677,0.9212510368972704,0.0766600451041955,0.10071368682173469,NA,0,NA,0.6625,NA,0.0125,NA,0.3,0.33984257115505573,0.16629111353995932,0.2,0.4025236843413021,0,0,0.029411764705882353,0.0732680291793204,0.82015625,0.003599538912799294,NA,0.012499999999999956,NA,0,NA,0.2375,0.0375,0.15789473684210525,0.6402569436810505,0.6260197509660799,0.8237341772151898,0.5415138379459821,0.522637330822431,0.27202470790040373
housevotes-classdemocrat,0.20668802496290825,-0.3058536865096231,1,0.0059948425031894,-0.10029544804290824,0.33639271725774356,0.6752459702903597,0.23442183327453786,0.025880008775001916,NA,1,NA,1,NA,1,NA,0.15517241379310345,0.19385262725779967,0.1958657284499311,0.07758620689655173,0.26809774236760436,0,0,0.015873015873015872,0.043171702056327255,0.8897889417360285,0.006869732673668416,NA,0.008620689655172376,NA,0.008620689655172376,NA,0.06896551724137931,0.05172413793103448,0.75,0.9965663713274552,0.00946745562130169,0.8532243618450515,0.5831910419325269,0.61483818058374,0.2483828694222961
housevotes-classrepublican,0.18504070195423017,-0.28082274603629376,1,0.00642403365939419,-0.09959865613092413,0.3600970107073269,0.6752459702903597,0.23442183327453786,0.025880008775001916,NA,1,NA,1,NA,1,NA,0.15517241379310345,0.19385262725779967,0.1958657284499311,0.07758620689655173,0.26809774236760436,0,0,0.015873015873015872,0.043171702056327255,0.8897889417360285,0.006869732673668416,NA,0.008620689655172376,NA,0.008620689655172376,NA,0.06896551724137931,0.05172413793103448,0.75,0.9965663713274552,0.00946745562130169,0.8532243618450515,0.5831910419325269,0.61483818058374,0.2483828694222961
ionosphere-classb,0.15459277364194773,-0.5319276236938708,0.9085357708796454,NA,NA,NA,0.9472065539710177,0.07477748296235558,0.1243758623262277,NA,0,NA,0.809116809116809,NA,0,NA,0.1737891737891738,0.3228994887919536,0.1481454435023464,0.09116809116809117,0.2882589167626963,0.05128205128205128,0.22088732148135798,0.009523809523809525,0.02533120764266231,0.910130599589289,0.05388405909075866,NA,0.056980056980056926,NA,0.03418803418803418,NA,0.09401709401709402,0.06837606837606838,0.7272727272727273,0.9418285354475157,0.14738124238733263,0.8905820105820106,0.5869273842029764,0.7883358434795263,0.19958751983012898
ionosphere-classg,0.1589282865622978,-0.5373554388298029,0.9338507006187228,0.01180516528568804,-0.33818681289057195,0.4785772093526788,0.9472065539710177,0.07477748296235558,0.1243758623262277,NA,0,NA,0.809116809116809,NA,0,NA,0.1737891737891738,0.3228994887919536,0.1481454435023464,0.09116809116809117,0.2882589167626963,0.06267806267806268,0.24272902364031154,0.009523809523809525,0.02533120764266231,0.910130599589289,0.05388405909075866,NA,0.056980056980056926,NA,0.02564102564102566,NA,0.09401709401709402,0.06837606837606838,0.7272727272727273,0.9418285354475157,0.14738124238733263,0.8905820105820106,0.5869273842029764,0.7883358434795263,0.19958751983012898
iris-classIris-setosa,0.16338538778098613,-0.226302026273613,1,1e-6,-1.2508608170756113e-4,0.8428218107851975,0.37288667622793903,0.23301686754479184,0.022438110152254845,NA,0,NA,0,NA,0,NA,0.013333333333333334,0.07402720929015759,0.04185862669106928,0,0,0,0,0.33666666666666667,0.4666904755831213,0.48177777777777775,0,NA,0,NA,0,NA,0.02666666666666667,0.013333333333333334,0.5,0.9182958340544894,0.19999999999999996,0.8637136465324384,0.3440718884120172,0.8222807680269545,0.268112772958293
iris-classIris-versicolor,0.14627333562011302,-0.5829771771317394,1,0.03195247505759212,-0.5289094309349364,0.4861835635530025,0.9307751437873649,0.09891359005614053,0.39431157297194125,NA,0.03460451977401127,NA,0.43999999999999995,NA,0.09333333333333334,NA,0.10666666666666667,0.1973944456980627,0.14762820748013003,0.06,0.23828244477915883,0.22,0.4156340672422666,0.05555555555555556,0.09094996110409614,0.8164,0.13607185661238097,NA,0.2666666666666667,NA,0.28,NA,0.02666666666666667,0.013333333333333334,0.5,0.9182958340544894,0.19999999999999996,0.9061297539149888,0.37445104624128134,0.8328155023227526,0.25972383069672644
iris-classIris-virginica,0.24739641008868135,-0.4836073178571747,1,1.30051125217341e-6,-0.03447986561854392,-0.02439024390243904,0.6160601476811087,0.2560590454638822,0.12270023474729719,NA,0.00659133709981167,NA,0.2466666666666667,NA,0.08666666666666667,NA,0.09333333333333334,0.1903680858206427,0.15254100828023032,0.06,0.23828244477915883,0,0,0.07142857142857144,0.15870046120234305,0.7414666666666667,0.004731340570113818,NA,0.033333333333333326,NA,0,NA,0.02666666666666667,0.013333333333333334,0.5,0.9182958340544894,0.19999999999999996,0.8877852348993289,0.28061902652066584,0.8391911837801453,0.26847300433723825
kr-vs-k-classeleven,0.03065395295056526,-0.32747260988819904,0.9487047177598223,1.2476595526308696e-4,-0.30688668331103236,0.03858651950254777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kr-vs-k-classfourteen,0.04213321743847287,-0.4026549836495273,1,2.3734242500238664e-5,-0.3574431163401178,-5.002501251734071e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kr-vs-k-classthirteen,0.03471686818926561,-0.41131244982851217,1,8.126619200091945e-5,-0.39599054626056845,0.01126336753323664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kr-vs-k-classtwelve,0.02632815465648021,-0.37944287238726937,1,2.669478494034321e-4,-0.3677357015205167,0.03692108525335846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
led7digit-class2,0.09931091813749796,-0.2053845828317148,1,0.00473887960971765,-0.10843500503908172,0.15775769013560947,0.9012409717447653,0.16437948756148688,0.07142476967400217,NA,1,NA,1,NA,1,NA,0.126,0.04415137614678899,0.16321191364824614,0.052,0.22224938600400748,0.094,0.2921209840779627,0.008565656565656566,0.0548467552695247,0.8946000000000001,0.04580103250280465,NA,0.040000000000000036,NA,0.03600000000000003,NA,0.014,0.014,1,0.4753035717834445,0.7757220791177364,0.8549178356713427,0.8027671011915407,0.6041414990546119,0.1802867801361726
led7digit-class3,0.03931828755705768,-0.2437652004323667,0.7795535006696451,0.00522056752784697,-0.17733542610004666,0.25137903861308175,0.9588599114564996,0.03688705502211744,0.1555054580486475,NA,1,NA,1,NA,1,NA,0.214,0.05374753451676529,0.17752676630636802,0.13,0.33664024314780494,0.062,0.24139706934878136,0.003589189189189189,0.023153643057605706,0.962836,0.06190788388846513,NA,0.062000000000000055,NA,0.04400000000000004,NA,0.014,0.014,1,0.5118645037875603,0.7468546050586973,0.852,0.7817934069643109,0.6068669477650039,0.18020552591600314
led7digit-class4,0.01915500555573528,-0.10761870487914868,0.924966855659925,0.00254334576130464,-0.07464460519277552,0.13148016980104726,0.915883185544198,0.099063461669288,0.08420421869332302,NA,1,NA,1,NA,1,NA,0.094,0.03163194444444444,0.1328365787991142,0.024,0.15320229072624056,0.036,0.18647666635316165,0.02,0.10064487718879597,0.86772,0.024227694237162756,NA,0.02200000000000002,NA,0.008000000000000007,NA,0.014,0.014,1,0.48154854381180007,0.7709431290804688,0.8535390781563126,0.7971638636630738,0.6037574464123996,0.1879155301933893
led7digit-class5,0.11092898648952228,-0.28175573600640574,1,0.00536697694554047,-0.13534662494070646,0.5649362411829009,0.9340352863971714,0.09271118320612942,0.12202888533785818,NA,1,NA,1,NA,1,NA,0.204,0.03973429951690821,0.15058833321595383,0.042,0.200790022826168,0.028,0.16513794561567105,0.0070086956521739135,0.039109718730271456,0.9185760000000001,0.036825432757679244,NA,0.040000000000000036,NA,0.028000000000000025,NA,0.014,0.014,1,0.48154854381180007,0.7709431290804688,0.8537314629258517,0.7882369712399508,0.6088337912564847,0.18841727848294373
led7digit-class7,0.08183006815867394,-0.2622986330822502,0.9498732882285928,0.00583130511352622,-0.14671079925647165,0.24280151764295568,0.9114254539361176,0.08776138298795534,0.11997762900267024,NA,1,NA,1,NA,1,NA,0.184,0.04798578199052133,0.17264961323495284,0.054,0.2262440557130529,0.026,0.15929453694021647,0.006733333333333333,0.05378196463395471,0.884364,0.0530251626947692,NA,0.04400000000000004,NA,0.030000000000000027,NA,0.014,0.014,1,0.5118645037875603,0.7468546050586973,0.8511583166332666,0.7971870612049289,0.5810130392990936,0.1913903322932347
led7digit-class8,0.08070620141149504,-0.3201263831116738,0.7975073867931011,0.00591250841383187,-0.22105847484005473,0.2420742905776162,0.9596549494659637,0.040493312120196946,0.2611363958284517,NA,1,NA,1,NA,1,NA,0.242,0.06239620403321471,0.18715060462348498,0.106,0.3081459196803217,0.102,0.3029514137914469,0.0021593625498007966,0.019596900315918122,0.960912,0.08086508549980076,NA,0.07199999999999995,NA,0.04800000000000004,NA,0.014,0.014,1,0.4877315835405018,0.7661510823322706,0.8501082164328657,0.7849136210284068,0.595118032424451,0.18227629038081203
lymphography-classmalign_lymph,0.11887076977119032,-0.5031918906017534,0.7601219538762278,0.01837656200388171,-0.3724806049959116,0.38528774537831145,0.9461867693164334,0.07373191943110241,0.0901641171431196,NA,0,NA,0.9527027027027027,NA,0.8513513513513513,NA,0.30405405405405406,0.3960076216762201,0.1140790982269817,0.14864864864864866,0.35694975474585694,0,0,0.011235955056179777,0.012760980828917481,0.9601442658875091,0.028547725800750712,NA,0.04054054054054057,NA,0.020270270270270285,NA,0.21621621621621623,0.12162162162162163,0.5625,0.9776218674520889,0.05987599645704167,0.87001287001287,0.6552338963270334,0.587421942627263,0.17356970395655202
lymphography-classmetastases,0.12738113231864784,-0.4967375190021037,0.8115512040578646,0.02491130026067788,-0.3858849182439042,0.2956203684357145,0.9449403457662134,0.08375929640827706,0.09049377556613404,NA,0,NA,0.9527027027027027,NA,0.8513513513513513,NA,0.30405405405405406,0.39691103127695154,0.11389750322115268,0.14864864864864866,0.35694975474585694,0,0,0.01098901098901099,0.012606512023975225,0.960372534696859,0.029106273351674705,NA,0.03378378378378377,NA,0.03378378378378377,NA,0.21621621621621623,0.12162162162162163,0.5625,0.9935356224240488,0.017737556561085888,0.8741496598639455,0.664828431372549,0.5764355294483255,0.1663457546043082
magic-classg,0.03151363484866479,-0.482388908974988,1,6.205728806776501e-4,-0.4583080749680128,0.3942185211463376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
magic-classh,0.03195247505759212,-0.48307412518199233,1,7.427982482564919e-4,-0.45889349709703375,0.3820714959853374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mammographic-class0,0.04514967772036102,-0.44828904117261503,1,0.00344776405473446,-0.41098137480672586,0.16703570148246638,0.8177926543533361,0.1501166318898766,0.248244932026839,NA,0.08111888111888112,NA,0.9518072289156626,NA,0.9506024096385542,NA,0.3783132530120482,0.2577357250718479,0.3153323010271911,0.20843373493975903,0.40643343234548546,0.22650602409638554,0.41882261802315285,0.0022207749918593295,0.005125797662214381,0.9915764261866744,0.16214612856347488,NA,0.172289156626506,NA,0.16626506024096388,NA,0.006024096385542169,0.0012048192771084338,0.2,0.9993967860478771,0.0016708340826947499,0.8780879852340605,0.5179037206059218,0.7565420101676389,0.1625674418878013
mammographic-class1,0.05113387538414326,-0.4553662418314168,0.979918398571975,0.00430163575810679,-0.4090557657851287,0.24783027965284476,0.8177926543533361,0.1501166318898766,0.248244932026839,NA,0.08111888111888112,NA,0.9518072289156626,NA,0.9506024096385542,NA,0.3783132530120482,0.2577357250718479,0.3153323010271911,0.20843373493975903,0.40643343234548546,0.20963855421686747,0.40729608197373085,0.0022207749918593295,0.005125797662214381,0.9915764261866744,0.16214612856347488,NA,0.172289156626506,NA,0.16024096385542164,NA,0.006024096385542169,0.0012048192771084338,0.2,0.9993967860478771,0.0016708340826947499,0.8780879852340605,0.5179037206059218,0.7565420101676389,0.1625674418878013
marketing-class1,0.04771760948938745,-0.31432377476372325,1,7.636298261282241e-4,-0.280468566869369,0.02241278435443039,0.9201672530635897,0.07995191683324991,0.2083946048802519,NA,0.8888888888888888,NA,0.9997091332169866,NA,0.9997091332169866,NA,0.21291448516579406,0.26272911561575807,0.21794717857041576,0.1329261198371146,0.3395195592638895,0.06675392670157068,0.249613504192958,5.136435953478587e-4,0.0038237245007492027,0.9853911566007132,0.08627932838007224,NA,0.12158231529959274,NA,0.09671320535194883,NA,0.0018906340895869691,0.0011634671320535194,0.6153846153846154,0.6855565767144665,0.5746630471634184,0.8479381458564705,0.5102867220861991,0.5264901227746089,0.2095296098615711
marketing-class6,0.02900430493863991,-0.372139925501766,0.68540621729111,0.00103517795563017,-0.3651862484055313,0.10522025347606778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
marketing-class7,0.01013925407558815,-0.3433811564225602,0.7998321394089358,0.00308666494333727,-0.3422429424783161,0.4744737861690831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
marketing-class8,0.05871766390733255,-0.4177645618554043,0.982463762290742,0.00150375532129973,-0.38723678613123896,0.17894012596788922,0.9819882027152771,0.018444626605291232,0.5737222019446565,NA,1,NA,1,NA,1,NA,0.30962769051774286,0.34845089423386455,0.23590057186548352,0.19837114601512507,0.3988021622692124,0.13045375218150088,0.33682646933197863,3.12393396912033e-4,0.0012165494414802646,0.9979665340760843,0.13454400236938702,NA,0.15546829552065156,NA,0.15197789412449103,NA,0.0018906340895869691,0.0011634671320535194,0.6153846153846154,0.6233572019431974,0.6438916234822099,0.83919911153419,0.49920910749686065,0.5110029057655189,0.15849705658785965
marketing-class9,0.03931828755705768,-0.31302443171105365,0.9725781511590006,7.850456200204509e-4,-0.28289347557799044,0.1352748377980778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
monk-2-class0,0.0952750047242729,-0.4716356176319292,1,0.01247659552630869,-0.3974528483800892,0.32497049783907994,0.9198658410732714,0.12794589776131254,0.21282756084125765,NA,0.6666666666666666,NA,0.75,NA,0.08333333333333333,NA,0.47453703703703703,0.439484126984127,0.1107869236129119,0.22453703703703703,0.41776087312834187,0.05787037037037037,0.23376888233840384,0.003333333333333333,0.003240408929944075,0.9923696844993142,0.09243479892937723,NA,0.19444444444444442,NA,0.12731481481481477,NA,0.013888888888888888,0.013888888888888888,1,0.997772472089982,0.006153846153846176,0.8908975681017445,0.6096935767073746,0.5292562595264677,0.23104835836568352
monk-2-class1,0.07850456200204509,-0.4512657646484078,1,0.01336983741824946,-0.3976832074173919,0.3182256340151075,0.9198658410732714,0.12794589776131254,0.21282756084125765,NA,0.6666666666666666,NA,0.75,NA,0.08333333333333333,NA,0.47453703703703703,0.439484126984127,0.1107869236129119,0.22453703703703703,0.41776087312834187,0.06712962962962964,0.25053650432964586,0.003333333333333333,0.003240408929944075,0.9923696844993142,0.09243479892937723,NA,0.19444444444444442,NA,0.13194444444444442,NA,0.013888888888888888,0.013888888888888888,1,0.997772472089982,0.006153846153846176,0.8908975681017445,0.6096935767073746,0.5292562595264677,0.23104835836568352
mushroom-classe,0.1750827031735724,-0.3799720772169212,1,1e-6,-2.108561068659736e-6,0.9595863069532709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mushroom-classp,0.1775208011717635,-0.3835909912138536,1,1e-6,-2.1182833924606136e-6,0.9582343995905668,0.9211264629861303,0.13752161058404988,0.010264596719973242,NA,0,NA,0.7193479801559177,NA,0,NA,0.0037207654145995747,0.1042277847486985,0.04619520903098176,0,0,0,0,0.009523809523809525,0.035820390055347866,0.8696021213297765,0,NA,0,NA,0,NA,0.01364280652019844,0.005315379163713678,0.38961038961038963,0.9594413373534085,0.10551762528487352,0.8822221996156123,0.46716427115656545,0.7310491393097727,0.1930021464191101
newthyroid-class1,0.12220446866314884,-0.5357304825160101,0.738063291214945,0.00349577557436327,-0.3058917701951968,0.00720918866080155,0.9160372179664104,0.05742216635549747,0.22553307720801746,NA,0.0010901996475915132,NA,0.813953488372093,NA,0.586046511627907,NA,0.08837209302325581,0.2493346652308071,0.10370157648231128,0.027906976744186046,0.1650907162055632,0.037209302325581395,0.18971603942207144,0.03703703703703704,0.09803563399655046,0.768415359653867,0.0797334362068155,NA,0.09302325581395354,NA,0.08837209302325577,NA,0.023255813953488372,0.013953488372093023,0.6,0.8841151220488477,0.27034611786716556,0.8481199739187133,0.49184930815069183,0.7919302318859406,0.15733914427856502
newthyroid-class2,0.01164303132920876,-0.07872645330950323,0.9916803940165394,2.324697059985648e-4,-0.02462226542747309,-0.11111111111111138,0.7326435186399509,0.24310093750287126,0.07084011989082403,NA,1.1174184716701013e-5,NA,0.19069767441860463,NA,0.018604651162790697,NA,0.05116279069767442,0.19446521102195302,0.08745703196859031,0.013953488372093023,0.1175716034538484,0,0,0.1,0.2522252387439281,0.5447917793401839,0.0018338699136124514,NA,0.009302325581395321,NA,0,NA,0.023255813953488372,0.013953488372093023,0.6,0.6409441847875287,0.625278810408922,0.8385568354705499,0.48484286641327523,0.818465470476052,0.2300997800244956
